%time,field.header.seq,field.header.stamp,field.header.frame_id,field.latitude,field.longitude,field.altitude,field.utm_easting,field.utm_northing,field.zone,field.letter
1695935560330629185,45,211241000000000,GPS1_Frame,42.33821487426758,-71.0884780883789,32.5,327952.78125,4689441.0,19,T
1695935561348282743,46,211242000000000,GPS1_Frame,42.33821487426758,-71.08847045898438,32.599998474121094,327953.34375,4689441.0,19,T
1695935562347919611,47,211243000000000,GPS1_Frame,42.33821487426758,-71.08845520019531,33.0,327954.15625,4689441.0,19,T
1695935563330994644,48,211244000000000,GPS1_Frame,42.33821487426758,-71.08845520019531,33.20000076293945,327954.5625,4689441.0,19,T
1695935564330801915,49,211245000000000,GPS1_Frame,42.33821487426758,-71.08844757080078,33.5,327954.84375,4689441.0,19,T
1695935565330101521,50,211246000000000,GPS1_Frame,42.33821487426758,-71.08843994140625,33.900001525878906,327955.53125,4689441.5,19,T
1695935566329893285,51,211247000000000,GPS1_Frame,42.33821487426758,-71.08843231201172,33.79999923706055,327956.34375,4689441.5,19,T
1695935567329367165,52,211248000000000,GPS1_Frame,42.33821487426758,-71.08842468261719,33.20000076293945,327956.78125,4689441.5,19,T
1695935568329548692,53,211249000000000,GPS1_Frame,42.33821487426758,-71.08842468261719,32.400001525878906,327957.03125,4689441.0,19,T
1695935569328682931,54,211250000000000,GPS1_Frame,42.338218688964844,-71.08841705322266,32.20000076293945,327957.59375,4689441.5,19,T
1695935570331617182,55,211251000000000,GPS1_Frame,42.33821487426758,-71.08841705322266,32.400001525878906,327957.59375,4689441.5,19,T
1695935571331799841,56,211252000000000,GPS1_Frame,42.338218688964844,-71.08841705322266,32.29999923706055,327957.46875,4689442.0,19,T
1695935572334699122,57,211253000000000,GPS1_Frame,42.338226318359375,-71.08843231201172,33.20000076293945,327956.125,4689442.5,19,T
1695935573334886371,58,211254000000000,GPS1_Frame,42.33823776245117,-71.08844757080078,34.5,327955.03125,4689443.5,19,T
1695935574335859260,59,211255000000000,GPS1_Frame,42.338233947753906,-71.08844757080078,34.400001525878906,327955.3125,4689443.5,19,T
1695935575335639855,60,211256000000000,GPS1_Frame,42.338233947753906,-71.08844757080078,34.099998474121094,327955.03125,4689443.5,19,T
1695935576335371177,61,211257000000000,GPS1_Frame,42.33823013305664,-71.08844757080078,33.70000076293945,327955.3125,4689443.0,19,T
1695935577336069770,62,211258000000000,GPS1_Frame,42.33823013305664,-71.08843994140625,33.099998474121094,327955.4375,4689443.0,19,T
1695935578335621303,63,211259000000000,GPS1_Frame,42.33823013305664,-71.08843994140625,32.599998474121094,327955.4375,4689443.0,19,T
1695935579333186661,64,211300000000000,GPS1_Frame,42.33823013305664,-71.08843994140625,32.20000076293945,327955.71875,4689443.0,19,T
1695935580332592248,65,211301000000000,GPS1_Frame,42.338233947753906,-71.08843994140625,32.099998474121094,327955.4375,4689443.5,19,T
1695935581331904370,66,211302000000000,GPS1_Frame,42.33823776245117,-71.08843994140625,32.0,327955.875,4689444.0,19,T
1695935582333998819,67,211303000000000,GPS1_Frame,42.33824157714844,-71.08843994140625,31.799999237060547,327955.875,4689444.0,19,T
1695935583331439321,68,211304000000000,GPS1_Frame,42.33823776245117,-71.08843231201172,31.700000762939453,327956.15625,4689444.0,19,T
1695935584330634594,69,211305000000000,GPS1_Frame,42.33823776245117,-71.08842468261719,31.5,327956.96875,4689444.0,19,T
1695935585331652666,70,211306000000000,GPS1_Frame,42.33824157714844,-71.08841705322266,31.399999618530273,327957.53125,4689444.0,19,T
1695935586334611419,71,211307000000000,GPS1_Frame,42.33823776245117,-71.08841705322266,31.200000762939453,327957.78125,4689444.0,19,T
1695935587336007246,72,211308000000000,GPS1_Frame,42.33823776245117,-71.08841705322266,31.200000762939453,327957.78125,4689444.0,19,T
1695935588334998151,73,211309000000000,GPS1_Frame,42.33823776245117,-71.0884017944336,30.799999237060547,327958.625,4689443.5,19,T
1695935589349825771,74,211310000000000,GPS1_Frame,42.33823776245117,-71.08839416503906,30.700000762939453,327959.3125,4689443.5,19,T
1695935590334502797,75,211311000000000,GPS1_Frame,42.33823776245117,-71.0884017944336,30.700000762939453,327959.15625,4689443.5,19,T
1695935591352214718,76,211312000000000,GPS1_Frame,42.33823776245117,-71.0884017944336,30.700000762939453,327959.15625,4689443.5,19,T
1695935592352666800,77,211313000000000,GPS1_Frame,42.33823776245117,-71.08839416503906,30.399999618530273,327959.4375,4689443.5,19,T
1695935593352419867,78,211314000000000,GPS1_Frame,42.33823776245117,-71.08839416503906,30.399999618530273,327959.4375,4689443.5,19,T
1695935594350804771,79,211315000000000,GPS1_Frame,42.33823776245117,-71.08839416503906,30.399999618530273,327959.4375,4689443.5,19,T
1695935595335621584,80,211316000000000,GPS1_Frame,42.33823776245117,-71.08839416503906,30.399999618530273,327959.4375,4689443.5,19,T
